,Min Delay
30516,Medium Delay
5949,Short Delay
33084,Medium Delay
28464,Short Delay
2078,Medium Delay
23979,Medium Delay
1965,Short Delay
33941,Medium Delay
15944,Short Delay
10775,Medium Delay
15203,Medium Delay
3532,Medium Delay
34112,Medium Delay
8699,Short Delay
14901,Short Delay
3007,Short Delay
23020,Long Delay
33929,Medium Delay
21646,Short Delay
23305,Medium Delay
19002,Short Delay
7245,Short Delay
19885,Short Delay
10703,Medium Delay
28873,Long Delay
34101,Short Delay
11167,Long Delay
17297,Long Delay
25511,Medium Delay
33646,Short Delay
8638,Short Delay
24966,Short Delay
21845,Short Delay
5464,Short Delay
26356,Medium Delay
24757,Medium Delay
11200,Short Delay
19116,Short Delay
6877,Medium Delay
22370,Long Delay
3137,Short Delay
5838,Short Delay
11872,Medium Delay
25368,Medium Delay
34834,Short Delay
8639,Long Delay
16758,Short Delay
10915,Medium Delay
20214,Short Delay
25420,Short Delay
21533,Medium Delay
2836,Short Delay
14438,Short Delay
26942,Medium Delay
5998,Medium Delay
19042,Medium Delay
15682,Short Delay
4763,Medium Delay
34686,Short Delay
2561,Medium Delay
21481,Long Delay
2450,Short Delay
21563,Medium Delay
19533,Long Delay
19793,Medium Delay
4138,Short Delay
4253,Short Delay
6375,Short Delay
25112,Short Delay
17936,Medium Delay
33717,Medium Delay
29541,Medium Delay
16798,Medium Delay
17727,Short Delay
31602,Short Delay
7377,Short Delay
23738,Short Delay
6372,Short Delay
14107,Long Delay
31148,Short Delay
7889,Short Delay
1173,Short Delay
30117,Medium Delay
24165,Short Delay
20464,Short Delay
21072,Short Delay
966,Medium Delay
230,Short Delay
18650,Medium Delay
10829,Medium Delay
25502,Short Delay
1698,Medium Delay
27001,Short Delay
22138,Medium Delay
21370,Short Delay
8997,Long Delay
11412,Medium Delay
30683,Medium Delay
3984,Medium Delay
21258,Short Delay
30907,Short Delay
9840,Long Delay
4011,Long Delay
31751,Short Delay
27,Short Delay
25552,Short Delay
23318,Short Delay
1689,Short Delay
9251,Medium Delay
20297,Short Delay
1794,Medium Delay
8749,Short Delay
33181,Medium Delay
26865,Medium Delay
244,Short Delay
28025,Medium Delay
32183,Medium Delay
19852,Short Delay
15908,Short Delay
6615,Long Delay
19420,Short Delay
27554,Short Delay
2901,Medium Delay
2727,Medium Delay
12785,Medium Delay
9042,Medium Delay
4450,Short Delay
6181,Short Delay
23731,Medium Delay
24793,Long Delay
27397,Short Delay
5287,Short Delay
28889,Short Delay
21888,Long Delay
34350,Long Delay
13402,Short Delay
31853,Medium Delay
20409,Long Delay
27932,Medium Delay
31778,Medium Delay
26029,Short Delay
28828,Medium Delay
13249,Short Delay
19282,Medium Delay
11853,Short Delay
27285,Short Delay
8947,Long Delay
29660,Short Delay
9668,Medium Delay
5799,Medium Delay
29376,Medium Delay
26283,Short Delay
26583,Medium Delay
21792,Short Delay
1667,Medium Delay
33281,Short Delay
8806,Long Delay
3518,Medium Delay
28455,Medium Delay
31711,Short Delay
19974,Short Delay
1779,Short Delay
32772,Short Delay
25263,Medium Delay
25806,Medium Delay
33628,Short Delay
8323,Short Delay
6752,Medium Delay
32276,Short Delay
1907,Short Delay
8053,Short Delay
33027,Short Delay
3896,Short Delay
34641,Medium Delay
30468,Short Delay
32225,Medium Delay
3037,Medium Delay
26908,Medium Delay
2233,Medium Delay
5121,Short Delay
20053,Short Delay
2714,Short Delay
12917,Medium Delay
14363,Medium Delay
26474,Medium Delay
15875,Short Delay
3953,Medium Delay
17715,Short Delay
16768,Long Delay
29046,Short Delay
9855,Medium Delay
3196,Short Delay
1772,Long Delay
33469,Short Delay
16286,Short Delay
13115,Short Delay
13323,Medium Delay
35147,Short Delay
23188,Short Delay
13939,Short Delay
15503,Medium Delay
12116,Short Delay
27259,Short Delay
9997,Short Delay
4218,Short Delay
15792,Short Delay
22671,Medium Delay
1262,Medium Delay
34051,Short Delay
4905,Long Delay
6086,Short Delay
27651,Short Delay
24455,Short Delay
31161,Short Delay
15258,Long Delay
26623,Long Delay
9503,Long Delay
34984,Medium Delay
23594,Medium Delay
12960,Short Delay
19122,Long Delay
21089,Long Delay
28829,Medium Delay
8449,Short Delay
5923,Medium Delay
24349,Medium Delay
22080,Short Delay
8197,Medium Delay
3552,Short Delay
33923,Medium Delay
20822,Short Delay
10772,Short Delay
32778,Medium Delay
29906,Short Delay
11311,Medium Delay
31454,Medium Delay
32001,Short Delay
28417,Short Delay
14991,Medium Delay
2613,Short Delay
29811,Medium Delay
12412,Medium Delay
2325,Medium Delay
26173,Short Delay
15777,Medium Delay
21653,Short Delay
6632,Medium Delay
33340,Medium Delay
9793,Medium Delay
7624,Medium Delay
1005,Medium Delay
30603,Medium Delay
16587,Medium Delay
32216,Medium Delay
14532,Medium Delay
31516,Long Delay
29887,Short Delay
4244,Medium Delay
7316,Long Delay
10551,Long Delay
15235,Medium Delay
4977,Short Delay
2753,Long Delay
31459,Medium Delay
25314,Short Delay
24834,Medium Delay
12194,Medium Delay
3917,Short Delay
13240,Medium Delay
28534,Medium Delay
33760,Medium Delay
6150,Medium Delay
30566,Short Delay
13031,Medium Delay
1310,Medium Delay
24724,Medium Delay
33563,Medium Delay
12847,Long Delay
18602,Medium Delay
21379,Short Delay
32895,Medium Delay
30243,Medium Delay
21088,Medium Delay
17303,Medium Delay
33927,Short Delay
32177,Long Delay
26616,Medium Delay
4530,Medium Delay
2671,Medium Delay
13248,Short Delay
16168,Medium Delay
6410,Short Delay
1131,Short Delay
23033,Long Delay
13069,Short Delay
21564,Short Delay
12839,Short Delay
24205,Medium Delay
9770,Short Delay
16428,Medium Delay
19191,Medium Delay
25493,Short Delay
3186,Medium Delay
33359,Medium Delay
28751,Medium Delay
15894,Short Delay
25009,Medium Delay
7410,Short Delay
4644,Short Delay
11508,Short Delay
1341,Long Delay
8998,Medium Delay
1195,Long Delay
19843,Short Delay
30755,Short Delay
4135,Short Delay
22251,Short Delay
27436,Short Delay
34682,Medium Delay
2524,Short Delay
145,Medium Delay
20535,Short Delay
33840,Medium Delay
4424,Short Delay
33589,Short Delay
24743,Medium Delay
14222,Medium Delay
10632,Short Delay
22271,Long Delay
18792,Short Delay
23733,Medium Delay
18723,Short Delay
28935,Medium Delay
13756,Medium Delay
12977,Short Delay
28504,Medium Delay
10151,Short Delay
27749,Short Delay
13942,Long Delay
9320,Short Delay
21619,Short Delay
29626,Short Delay
25577,Short Delay
12599,Long Delay
4685,Short Delay
33925,Medium Delay
5801,Short Delay
28762,Medium Delay
415,Short Delay
378,Medium Delay
11877,Long Delay
7049,Short Delay
9992,Short Delay
28347,Long Delay
8193,Medium Delay
21317,Short Delay
16597,Medium Delay
14435,Medium Delay
16226,Short Delay
33279,Short Delay
24482,Medium Delay
21666,Medium Delay
11043,Short Delay
10408,Short Delay
23284,Medium Delay
29398,Short Delay
30729,Medium Delay
29223,Short Delay
8876,Medium Delay
20602,Short Delay
9196,Long Delay
31523,Short Delay
959,Long Delay
33204,Short Delay
20575,Short Delay
28336,Short Delay
18981,Short Delay
10339,Short Delay
31981,Short Delay
18706,Medium Delay
1395,Short Delay
21027,Medium Delay
23545,Short Delay
15636,Medium Delay
14434,Medium Delay
15438,Medium Delay
26246,Short Delay
31255,Long Delay
4745,Medium Delay
12981,Long Delay
29926,Short Delay
30321,Short Delay
21035,Medium Delay
34276,Medium Delay
21037,Long Delay
5141,Medium Delay
6860,Medium Delay
7681,Medium Delay
10941,Medium Delay
24127,Short Delay
585,Medium Delay
8924,Medium Delay
16043,Short Delay
16976,Long Delay
955,Medium Delay
15003,Medium Delay
20768,Short Delay
2177,Medium Delay
19054,Medium Delay
15197,Medium Delay
2633,Medium Delay
18292,Short Delay
17211,Medium Delay
18679,Medium Delay
27689,Medium Delay
12354,Short Delay
24153,Medium Delay
27547,Medium Delay
11205,Short Delay
33316,Medium Delay
19868,Long Delay
9923,Short Delay
1765,Short Delay
32510,Medium Delay
9813,Long Delay
34801,Medium Delay
8930,Long Delay
14789,Medium Delay
2234,Medium Delay
16637,Short Delay
33875,Short Delay
21649,Short Delay
33960,Long Delay
4007,Short Delay
22973,Medium Delay
23992,Medium Delay
23279,Short Delay
5738,Short Delay
29526,Long Delay
17066,Short Delay
1245,Medium Delay
12936,Short Delay
20459,Medium Delay
366,Short Delay
30876,Medium Delay
14558,Long Delay
10292,Short Delay
24174,Short Delay
7720,Medium Delay
28564,Medium Delay
18167,Short Delay
11257,Medium Delay
19631,Medium Delay
31723,Short Delay
30279,Short Delay
30268,Medium Delay
31761,Short Delay
16160,Medium Delay
14293,Medium Delay
22453,Long Delay
3285,Medium Delay
7457,Medium Delay
2365,Medium Delay
28851,Long Delay
17594,Medium Delay
19987,Long Delay
1899,Short Delay
14001,Short Delay
26924,Short Delay
16194,Short Delay
13638,Medium Delay
5953,Short Delay
21638,Long Delay
17854,Short Delay
16477,Short Delay
7909,Short Delay
11017,Long Delay
449,Medium Delay
11969,Short Delay
25540,Medium Delay
30776,Short Delay
25539,Short Delay
21220,Short Delay
27953,Short Delay
4033,Short Delay
28879,Long Delay
30749,Short Delay
7704,Long Delay
7085,Long Delay
27889,Medium Delay
31445,Medium Delay
24056,Short Delay
11588,Short Delay
11543,Long Delay
9608,Medium Delay
27294,Short Delay
858,Medium Delay
9208,Short Delay
13183,Medium Delay
15775,Medium Delay
342,Short Delay
3488,Long Delay
249,Short Delay
23209,Short Delay
4169,Short Delay
31521,Short Delay
32923,Medium Delay
28330,Medium Delay
17021,Short Delay
33956,Medium Delay
34877,Short Delay
25196,Short Delay
14362,Medium Delay
18863,Short Delay
35090,Long Delay
34766,Short Delay
30438,Long Delay
18338,Medium Delay
10786,Medium Delay
22079,Short Delay
22007,Short Delay
29724,Medium Delay
7170,Short Delay
15658,Medium Delay
33178,Medium Delay
32223,Short Delay
19281,Short Delay
15300,Short Delay
35221,Short Delay
1020,Medium Delay
31071,Short Delay
10889,Medium Delay
14767,Short Delay
27581,Medium Delay
27258,Medium Delay
34045,Short Delay
5408,Medium Delay
10372,Short Delay
19329,Short Delay
2723,Medium Delay
27519,Medium Delay
13565,Medium Delay
19905,Short Delay
23862,Long Delay
2663,Medium Delay
3845,Medium Delay
9817,Short Delay
21532,Medium Delay
27709,Short Delay
33354,Short Delay
3979,Medium Delay
12522,Short Delay
29825,Short Delay
27534,Medium Delay
18753,Short Delay
32312,Short Delay
27199,Short Delay
30814,Short Delay
21535,Medium Delay
12205,Short Delay
4715,Medium Delay
25554,Short Delay
15109,Short Delay
10612,Short Delay
23496,Short Delay
33638,Short Delay
32832,Short Delay
34858,Short Delay
18694,Short Delay
4740,Short Delay
10758,Short Delay
8356,Short Delay
20527,Short Delay
1724,Medium Delay
29993,Medium Delay
26546,Short Delay
30041,Medium Delay
23654,Short Delay
11015,Short Delay
17635,Short Delay
1846,Medium Delay
8368,Medium Delay
24552,Medium Delay
30307,Short Delay
5413,Short Delay
17435,Short Delay
1305,Short Delay
28387,Medium Delay
9144,Medium Delay
14535,Medium Delay
33018,Medium Delay
19689,Short Delay
20374,Medium Delay
1727,Medium Delay
7380,Medium Delay
25283,Long Delay
22064,Medium Delay
160,Short Delay
2433,Long Delay
3100,Medium Delay
14364,Medium Delay
7392,Short Delay
25337,Short Delay
9867,Short Delay
11360,Medium Delay
23786,Short Delay
23177,Long Delay
4125,Medium Delay
15723,Short Delay
27372,Long Delay
15612,Short Delay
28373,Short Delay
9731,Short Delay
14906,Medium Delay
6731,Short Delay
5865,Medium Delay
31385,Medium Delay
12456,Short Delay
32454,Short Delay
34615,Medium Delay
32887,Short Delay
8612,Medium Delay
14444,Medium Delay
9321,Medium Delay
23153,Short Delay
30371,Medium Delay
28311,Short Delay
6016,Long Delay
5554,Short Delay
12330,Short Delay
24639,Short Delay
25757,Long Delay
3662,Long Delay
4091,Short Delay
34431,Long Delay
16576,Short Delay
7255,Medium Delay
34576,Medium Delay
6496,Short Delay
26884,Medium Delay
5365,Medium Delay
25177,Short Delay
16253,Medium Delay
29521,Medium Delay
33854,Short Delay
20663,Medium Delay
9116,Long Delay
10755,Medium Delay
22399,Short Delay
22899,Medium Delay
4597,Medium Delay
17418,Short Delay
25815,Short Delay
17676,Short Delay
25504,Medium Delay
26957,Medium Delay
15640,Medium Delay
17912,Medium Delay
20389,Short Delay
16519,Medium Delay
11494,Medium Delay
34332,Short Delay
34221,Medium Delay
11350,Medium Delay
28580,Medium Delay
26047,Medium Delay
10212,Medium Delay
1818,Medium Delay
20812,Short Delay
17969,Short Delay
7342,Short Delay
8844,Medium Delay
15609,Short Delay
13443,Medium Delay
3144,Medium Delay
22630,Medium Delay
1071,Long Delay
20798,Short Delay
2255,Short Delay
4279,Short Delay
27489,Medium Delay
16475,Short Delay
29311,Short Delay
811,Medium Delay
3131,Medium Delay
22951,Short Delay
25602,Long Delay
17093,Medium Delay
10471,Short Delay
5216,Short Delay
4945,Medium Delay
23169,Long Delay
29894,Medium Delay
5240,Short Delay
4405,Short Delay
30867,Short Delay
638,Medium Delay
29579,Short Delay
18518,Short Delay
5723,Medium Delay
8353,Short Delay
2497,Short Delay
21628,Medium Delay
20112,Long Delay
13338,Medium Delay
24148,Short Delay
27714,Medium Delay
7479,Short Delay
27274,Medium Delay
4000,Short Delay
28137,Short Delay
34901,Short Delay
17772,Short Delay
28026,Medium Delay
9305,Short Delay
27541,Medium Delay
16333,Medium Delay
22052,Medium Delay
33427,Medium Delay
12783,Short Delay
23283,Short Delay
28632,Medium Delay
9665,Medium Delay
19856,Short Delay
402,Short Delay
25230,Long Delay
6875,Short Delay
14455,Medium Delay
28352,Medium Delay
22836,Short Delay
1569,Short Delay
4783,Medium Delay
14175,Short Delay
10702,Short Delay
3324,Medium Delay
18567,Long Delay
11703,Medium Delay
13888,Medium Delay
13701,Short Delay
8904,Long Delay
11772,Short Delay
28353,Medium Delay
3122,Short Delay
16153,Short Delay
13456,Short Delay
25093,Medium Delay
22924,Short Delay
26674,Medium Delay
32808,Short Delay
28184,Medium Delay
33901,Short Delay
20712,Medium Delay
17968,Short Delay
18358,Short Delay
16037,Medium Delay
25509,Short Delay
9166,Medium Delay
27005,Medium Delay
6674,Short Delay
33724,Short Delay
24092,Short Delay
4909,Long Delay
34495,Short Delay
266,Short Delay
26382,Short Delay
22478,Medium Delay
29818,Short Delay
13589,Short Delay
10788,Short Delay
29613,Medium Delay
19893,Short Delay
33326,Short Delay
5601,Short Delay
14519,Medium Delay
25303,Short Delay
34069,Medium Delay
5484,Short Delay
24247,Short Delay
7072,Short Delay
6797,Short Delay
29393,Short Delay
9417,Medium Delay
11594,Short Delay
1597,Long Delay
31345,Medium Delay
2692,Short Delay
31727,Medium Delay
21400,Medium Delay
13486,Medium Delay
14071,Short Delay
5631,Short Delay
32616,Short Delay
15467,Short Delay
28556,Short Delay
31825,Short Delay
19755,Short Delay
31553,Short Delay
2966,Short Delay
4366,Short Delay
5689,Medium Delay
8665,Long Delay
5724,Medium Delay
30288,Medium Delay
11145,Medium Delay
33434,Medium Delay
16602,Short Delay
17768,Medium Delay
9777,Medium Delay
4581,Medium Delay
33346,Long Delay
9727,Short Delay
29276,Medium Delay
5181,Short Delay
18001,Short Delay
23774,Short Delay
11374,Medium Delay
2643,Medium Delay
18461,Short Delay
1933,Long Delay
18556,Medium Delay
22898,Short Delay
1489,Short Delay
20710,Long Delay
17894,Medium Delay
26102,Medium Delay
149,Long Delay
3510,Medium Delay
498,Medium Delay
25843,Medium Delay
18917,Medium Delay
24856,Short Delay
19036,Medium Delay
13622,Medium Delay
28215,Short Delay
24605,Short Delay
20976,Short Delay
15860,Short Delay
8995,Long Delay
34226,Short Delay
208,Medium Delay
23116,Short Delay
16142,Medium Delay
27565,Short Delay
22324,Medium Delay
1716,Short Delay
31012,Medium Delay
29610,Short Delay
14406,Medium Delay
7209,Short Delay
5735,Medium Delay
7471,Short Delay
7682,Short Delay
11749,Medium Delay
34288,Short Delay
11553,Long Delay
4616,Short Delay
21963,Long Delay
23140,Medium Delay
26628,Short Delay
1606,Medium Delay
490,Medium Delay
5110,Medium Delay
33579,Short Delay
17665,Short Delay
9451,Short Delay
24894,Short Delay
6709,Long Delay
13116,Short Delay
24350,Medium Delay
18867,Short Delay
16995,Medium Delay
2818,Short Delay
29061,Medium Delay
21411,Medium Delay
22262,Short Delay
10986,Long Delay
16245,Long Delay
18804,Medium Delay
1598,Long Delay
20841,Short Delay
31851,Medium Delay
27535,Short Delay
24820,Medium Delay
25384,Long Delay
3788,Short Delay
34353,Medium Delay
14657,Medium Delay
21103,Short Delay
21839,Short Delay
9092,Medium Delay
30820,Short Delay
35130,Short Delay
18999,Short Delay
20074,Medium Delay
1420,Short Delay
18247,Medium Delay
16403,Short Delay
15756,Short Delay
23077,Medium Delay
6061,Short Delay
14180,Medium Delay
1866,Short Delay
4204,Medium Delay
13277,Medium Delay
14946,Short Delay
32679,Medium Delay
25272,Long Delay
26383,Medium Delay
13785,Short Delay
12689,Medium Delay
26148,Medium Delay
15877,Short Delay
13646,Short Delay
32874,Short Delay
24321,Medium Delay
23888,Short Delay
6073,Short Delay
9741,Short Delay
11564,Medium Delay
7074,Long Delay
19456,Short Delay
15896,Short Delay
13444,Short Delay
31064,Short Delay
5800,Medium Delay
7112,Short Delay
28652,Medium Delay
22508,Short Delay
23758,Medium Delay
29190,Medium Delay
5920,Medium Delay
30708,Short Delay
2411,Medium Delay
23499,Short Delay
16141,Short Delay
30678,Short Delay
10190,Short Delay
16900,Short Delay
23689,Medium Delay
29158,Medium Delay
32398,Short Delay
7799,Short Delay
33285,Medium Delay
20763,Medium Delay
17627,Long Delay
35163,Short Delay
29518,Short Delay
13718,Short Delay
33187,Long Delay
35192,Short Delay
2955,Short Delay
13575,Short Delay
31349,Long Delay
30495,Medium Delay
27328,Medium Delay
28126,Medium Delay
18512,Short Delay
24726,Medium Delay
25618,Medium Delay
5392,Medium Delay
1653,Short Delay
20193,Short Delay
17938,Short Delay
6953,Medium Delay
8482,Short Delay
25791,Short Delay
28287,Long Delay
13978,Medium Delay
29732,Short Delay
3116,Medium Delay
17741,Short Delay
18576,Short Delay
24928,Medium Delay
1787,Short Delay
34302,Medium Delay
1008,Short Delay
23072,Short Delay
25784,Medium Delay
6242,Medium Delay
20868,Short Delay
33963,Medium Delay
19510,Short Delay
6082,Short Delay
33958,Medium Delay
13415,Medium Delay
5870,Short Delay
27816,Medium Delay
369,Short Delay
17434,Medium Delay
30751,Short Delay
11216,Medium Delay
9762,Short Delay
25463,Short Delay
10671,Short Delay
9012,Short Delay
24539,Medium Delay
5606,Medium Delay
15805,Short Delay
9925,Short Delay
11762,Medium Delay
11580,Medium Delay
28020,Medium Delay
18749,Medium Delay
10305,Short Delay
2657,Short Delay
5202,Medium Delay
30560,Long Delay
33312,Short Delay
21310,Short Delay
